Place,Reviewer Name,Reviewer Link,Reviewer Image,Rating,Date,Text,Photos,Likes Count
Bhaleshwar Mahadev Temple,Preju Khanal,https://www.google.com/maps/contrib/106022433660571840365/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX3uM0kp4nlHtRIBw8adECx9Eaft6BJk7Njgy1JflN1jr4YrVZOYQ=w36-h36-p-rp-mo-ba6-br100,5,9 months ago,Chandragiri Bhaleshwor Mahadev Tour is the newly introduced destination for the traveler. There is a pagoda style temple of God Shiva. It is nearby hill station from Kathmandu and snow-capped mountains can also be observed in the clear weather. Ten minutes Cable Car ride will take you to the top of the hill.,"https://lh5.googleusercontent.com/p/AF1QipMrKDJW-3LUMJSfoVBx_9CkQEYXtDf85d4smisQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO9kefziod4qe36SBWsUWYNDPB_OU-WdYr5LTEj=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN4RciU39pKRUymk4zzLb4spQ2kxZy6OjrQZ9d-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPlwgZKsB20aiApfRDWFtw4o0-RT-b8CRnD6SEP=w300-h225-p-k-no",1
Bhaleshwar Mahadev Temple,Santosh Prashad Rimal,https://www.google.com/maps/contrib/116973885478508324411/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXvqjpn7xq_bbYZNN27OEpNLiC8_vb1w0DyOKhStjVsxv_6z9XR=w36-h36-p-rp-mo-ba5-br100,5,11 months ago,"The Chandragiri Hils are quite significant from a historical standpoint. It was from these hills that King Prithivi Narayan Shah caught the first glimpse of a much scenic and prosperous Kathmandu valley, which in fact instilled in the king's mind an idea of annexing the valley into his kingdom According to folklore, Prithivi Narayan Shah is beleved to have amassed spiritual powers for unification process after undergoing rigorous meditation or 'sadhana' at these very hilis. The Gorkhali king disguised himself while ascending the hills in order to avoid being recognized by the Malla Kings of Kathmandu in his Divine Preaching (Divyopades), it has been mentioned that King Prithivi Narayan was determined to first annex and then make Kathmandu the capital of unified Nepal. He apparently first saw the valley while on his way back to his kingdom in Gorkha from his in-law's realm in Makwanpur According to Historian Prof. Dr. Dinesh Raj Panta, astrologers Bhanu Aryal and Kulananda Dhakal who accompanied the king during that trip had made a prediction that their king's wish to takeover Kathmandu would definitely come true. As per popular belief, pleased with his perseverance and Sadhana, it was Bhaleshwara Mahadev that granted King Prithivi Narayan Shah his wishes","https://lh5.googleusercontent.com/p/AF1QipOHlYUggbXClHxJWearA2DrOIdnqwF5Y7ltdhi6=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMwtMCHhuYWw-NG7InPrDzao9UiMa2_pi_3Kuz-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNSbzaHGDlykTE1u3XjGjOHYbsFXfRJCGKJJs6x=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNkZDdIzEQfpDJJdwsfcacTaO7s7HdN_bI5e9rD=w300-h225-p-k-no",1
Bhaleshwar Mahadev Temple,Anurag Jassal,https://www.google.com/maps/contrib/111997310827624898031/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXeSNQ7pj5h0D3sFBpmXlSuSrHGX5-J_maUAWCrKuI_2ymbTp3x=w36-h36-p-rp-mo-ba5-br100,5,11 months ago,"Awesome place ... Chandragiri hills... The cable car ride itself is mesmerizing..but only till u reach the top... It's quiet n pleasent place ...temple is very beautiful..... Whole place is very neat maintained....
Cable car costed 1280 npr for Indians...
Must enjoy chiya (tea) at 50 npr in chillin weather...
Suggested to carry warm cloths or cap, muffler, etc .. coz it's cold n windy on top..... Few activities also available for adventurous ones...","https://lh5.googleusercontent.com/p/AF1QipMaoh-8qVR6567At9ZaGayYZAM9T2sY8OKZze-q=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMy6rxkBoGL5ORfyWikQa_4HKOKou6qjHL6MXW3=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN74Au4BCnHX1VlUG4ImFI6WJki5oKwU2q-fvkS=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOjlJmsTjV0L_isKAJ1QhlTfC3yU7GwKO1Ow-k2=w300-h225-p-k-no",0
Skywalk Tower,Bishal Humagain,https://www.google.com/maps/contrib/105404348653008215484/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX6uHCeQ0D2xcd7WzQOK8JeS3zd4JhPmTKERllDg9XZn1W-L1Ic=w36-h36-p-rp-mo-ba5-br100,3,a week ago,"I visited the Skywalk Tower in Kathmandu, and it was an amazing experience! Having done paragliding and skydiving before, I was surprised to feel a unique thrill while walking on the glass floor. For anyone who hasn't walked on glass and wants a dose of excitement, this is highly recommended! Just below the floor is a cozy coffee shop offering a 360-degree view of the Kathmandu valley. At night, the changing colors every minute add a magical touch. Plus, the ample parking space makes it convenient. A must-visit spot for thrill seekers and casual visitors alike!","https://lh5.googleusercontent.com/p/AF1QipOvscDhQBH7ptwkCWts5aC-fdgZYB3Ar_Ai66Nf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOBdbwQ6PlPbro74A8S5hCEgFETdAm6Q0dx_GqM=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOkja3dHMSF9UjsmqXOUkkNFN-PyIyFm3BjOV3b=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPcIvi6WNrBWoKFCX_SLC5BO-hhHjod2Y7eNsNd=w300-h225-p-k-no",0
Skywalk Tower,Lujaw Manandhar,https://www.google.com/maps/contrib/102999817392704099760/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXLs-OUvdHlaOhYxsXAgOnD93WJiQBbVZ_Rvr39TANZLLH0wRseWA=w36-h36-p-rp-mo-ba4-br100,5,5 months ago,loved the experience. a unique experience in Kathmandu and would recommend to go once with the family. Hike views are a lot better tho. We went on the anniversary so got a discount as well. The cafe there is also super pretty and the proces are moderate. the cafe prices are cheaper than cafes at Sanepa. I would personally recommend to go there at around evening time and see the lights light up slowly at night. The service of the staff was also lovely and helped aged people. Its also free for people above 70 years.,"https://lh5.googleusercontent.com/p/AF1QipM0DgaJBu-flpDqQCybIcylTev0EfBD_bNkIbVX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPBAD9tdv9O0verZDdjCeXuKbg5Ug4R-910FF28=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMziyZX6J4XGJ6Y_ip-JgD3o2f-ih02rKUOuIA3=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOz0vh1O_AafPZ_s55kxnxs_N_A0IUl6Qre-9XH=w300-h225-p-k-no",0
Skywalk Tower,Manoj Satyal,https://www.google.com/maps/contrib/109709314288705557833/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXh0qKaqJ5CzfCO-HZ1Y_vP0pqIQ1hd8DDMWWye4lUYqC8flYRu=w36-h36-p-rp-mo-ba4-br100,4,5 months ago,I thought this place doesn't worth to visit. But i am wrong. I enjoyed view from the tower and walking on the glass is thrilling. Coffee shop is good. No restaurant or bar is open yet. Looks like underconstruction.,"https://lh5.googleusercontent.com/p/AF1QipNpWIvpojBQgUu0BugoNIBvqI7AQ3Ypm5Ow-noJ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMbnsda_6m1FbK35-7H2yX_L_VgVFIHDaeYBK8W=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNlDf9kvkqQWKcw966qa5J1VCi3dhtvl4MqHduS=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP0arZ9_p7iNRW71rweKQJj0emSFpezqTUV0w1r=w300-h225-p-k-no",0
Skywalk Tower,Deepanshu Soni,https://www.google.com/maps/contrib/100404256319265765880/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocIFL98KsVr7Ekg7R09PVhdWmlxEHvOaaHf5wjWtQq7d7vh1Ags=w36-h36-p-rp-mo-ba5-br100,5,5 months ago,"5/5 because you get a panoramic view of the city and surroundings!
The staff is very professional and friendly! There are eating options available.
I will suggest you to visit it during sunset so that you can enjoy the sunset and night scape of the city.","https://lh5.googleusercontent.com/p/AF1QipPe6k486zPGfmzb8gc_NZwpWLcjaSz-Cqm0Yguo=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMvWsPKR1VzmJR38eegPnPR9QnU4KUqEAbH452P=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOIWTzhOzDFKBh4zm4q7kiCrRJg0fBxoyigNIyB=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMt_ah2m226S0JMT3-hOZ0Vxt52KRIpRPAVBAPP=w300-h225-p-k-no",0
Skywalk Tower,Akash Ranjan,https://www.google.com/maps/contrib/118325582259622578164/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWqGzS6tifPNF1gmpss4S7dmhh6gSAtKmhshpluzzbz7Zaz4NHS-w=w36-h36-p-rp-mo-ba6-br100,5,3 months ago,"Best recreational place in the Whole Kathmandu City.
We can just have a beautiful look of the Kathmandu City residing in between the mountains 🏔️❤️🫰🇳🇵","https://lh5.googleusercontent.com/p/AF1QipPVhc1_S5slFEvfr9QXr5fIRBzKD0pZlG05Ueff=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNitUB6PJj5GYxi4CQhXPM9gndddhdNXObDa5pj=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipO_G7F_sprILsFEl1ub4472mx5rgt2FwkVYMR_U=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNQvDEl-neXpHOjj1tLK6CSfy_a3YeOQsnAPj-5=w300-h225-p-k-no",0
Skywalk Tower,Ramesh Bhurtel,https://www.google.com/maps/contrib/110708622503607192320/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVj3F6jNVYzDvql5TaeX_uV5VeIxxvVnsabNkDGWfM6TASoz4xa=w36-h36-p-rp-mo-ba5-br100,4,8 months ago,"This is the first type of tower with such a great facility in Kathmandu. The glass floor here is interesting. The convenience provided here is still not up to the mark as per the ticket charge. It is refreshing to go up to the tower and watch Kathmandu. However ,they need to work on reducing the per-person charge to entertain low-income people as well.","https://lh5.googleusercontent.com/p/AF1QipMmdjVOX8t2NGM7NVf6QQU4PE_DfASO5Z2Mtatd=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPlmD6mH0QvzPM2wURKC0OhltS0IqjrewMpHjQI=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM6XZ12mkPFUsmu914DskiGM5wtwDpoqZyFnKHu=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPqGc6GQ8uzjCBEVm5auWDl7PGyJVRnGMmjE6h2=w300-h225-p-k-no",4
Skywalk Tower,Sumanna Shrestha,https://www.google.com/maps/contrib/115111849349538116915/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWzfw7bxK8tRCCumq_OKh0G6vOQHXQLGaezPcptcvwof-3Eee1mvw=w36-h36-p-rp-mo-ba4-br100,4,a year ago,"The Skywalk Tower in Kathmandu offers a breathtaking panoramic view of the city, providing visitors with a unique and elevated perspective of Kathmandu's sprawling landscape. The experience is undoubtedly remarkable, with the opportunity to capture stunning photographs and appreciate the city's beauty.

However, it's worth noting that the entry fee is relatively expensive, which might be a consideration for budget-conscious travelers. Despite the cost, the expansive views and the overall experience make it a worthwhile visit for those seeking a memorable vantage point in Kathmandu.","https://lh5.googleusercontent.com/p/AF1QipOmATO2YK9-0hhCh4So5AWc3wMn4Zod_0MrSRT7=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMqP1ja8AS6qugvdNgqZNpisy81-q9UgWgmspE_=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMNHGjjyKA0O5KuaTZpF0PU5x3s4u8JD-LDAx7x=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOfcJiXBZr7TxZCnymN4TIqCc_GA7gLXz8c2-et=w300-h225-p-k-no",0
Skywalk Tower,ZUKI,https://www.google.com/maps/contrib/112741941828443589264/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXs1uOT4Cz2sFM_DN1fEEYBp0v0lRhgpjNdioVAU7eqoZKvfpJY3g=w36-h36-p-rp-mo-ba6-br100,4,a year ago,"It's a one-time experience but worth the money. You get a 360-degree view of Kathmandu, but there's not much else to do than watch over Kathmandu. A fine dining restaurant would be much better than a cafe.","https://lh5.googleusercontent.com/p/AF1QipMz9QcB6y_hfjJ2oSPjUY14xvsFTLrmHsuckZTX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN7V0dy75clTZeZoPlye4t7W2m5FN9e88gw8W7w=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOkwQFmsFYvgxGRD7Sy7igSf0_VBe6JmQbapsP3=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNaxaHotBtb-8VpnE_eN1qcSCQ8a8b9Khgt1UgR=w300-h225-p-k-no",3
Chilancho Stupa,Dhiraj,https://www.google.com/maps/contrib/109380250209313247185/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWgObmI6lLZ6SVsU8R7HcI0_j6ndDsexCrXxQMpoAQ4JPK6lzI=w36-h36-p-rp-mo-ba4-br100,5,4 months ago,"This place holds the mixed religious traditions. We can see the Buddhism and Hinduism masterpieces around the temple. Early in the morning we can please our soul through the Bhajans sung by the indigenous newari people. We can also observe chandragiri ,bishnudwar ,bhasmeshwor dada from here.","https://lh5.googleusercontent.com/p/AF1QipN2G1oPvHejvr0VGKLMr53GnO01piy64mHfPbpc=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNc3O2O76cOEAXSFLZqPCChcUrAFTTl0i3SVEYQ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOuLCx_RnNfBVi4VBB_l4WhOaQAgoElGjDx9N5u=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipP0kak6uGUQbLa4BtwBkiU1XFuTgYVhNHm3L9tx=w300-h225-p-k-no",0
Chilancho Stupa,GV OnlinE,https://www.google.com/maps/contrib/111658043142946762523/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWeUMo7XKu9jt3Z5HEn5YCQXbxb8JpAh8iji8dX_zn1A7yMSV409Q=w36-h36-p-rp-mo-ba5-br100,5,a month ago,"Chilincho Kirtipur
This place is historical Buddhist Stupa","https://lh5.googleusercontent.com/p/AF1QipNep3PyK5JopiP6LX45o3quSx2xsDpPEiEgsb_d=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMqhsO7_HC3L5vQc02v2tBxZ0EzGBrjIdDEVEK4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPq2Hr7PRhrpZZZh1hyIuOw1Mql5UEz5PE9YALd=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM9YAsSiTWsP6GcwNq3p8bYwWk50VC-RMZMX41m=w300-h225-p-k-no",0
Chilancho Stupa,Akriti Shrestha,https://www.google.com/maps/contrib/108931809193717507904/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUNhjFaFXLzAQBZVpjJOIOWhekipaOyQNRv4HaVdxzt78Okaqk5=w36-h36-p-rp-mo-ba3-br100,5,a year ago,"a great place and a gem of kirtipur .
A very clean place with a clean environment.
however Google maps had a hard time to navigate in the area so it is preferred to ask the locals along the road for the direction","https://lh5.googleusercontent.com/p/AF1QipOyRBLrS8RFrocfwjptsPynqt1skoed5VjHHAF-=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPfKskUuQb-K7xqrkZUdWsBjXKUcO0dTzJHdL9l=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPDqGWXSGxIg3AIE87C5GvtRJZB0Bdcv1_guFCv=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPEBiIfdhTjclk16XjsiIBWeagTLfT8r27M6h4p=w300-h225-p-k-no",0
Chilancho Stupa,Blossom Expeditions,https://www.google.com/maps/contrib/113824927712656200883/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWltqa03n1FDkvcyLmjvIlxsT-vf8Wpo32IHdUQ-cgLm8gRW1Ik=w36-h36-p-rp-mo-ba4-br100,5,a year ago,"Chilancho Buddhist Stupa in Kritipur, also known as Ashok Stupa, is a hidden gem in the Kathmandu Valley. Located just 5 km southwest of Kathmandu, this less-known religious site is a must-visit. Nestled in the city of glory, Kritipur, the stupa boasts unique architecture and stunning artwork. It exudes a tranquil charm that's perfect for those seeking spiritual solace and appreciating the beauty of Buddhist heritage. Don't miss the opportunity to explore this enchanting stupa when you're in the area.","https://lh5.googleusercontent.com/p/AF1QipPtF4SqvRmxgXkPp-9GK17J3wDQ-uKUNfX_Okb5=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipM4-xO91u5pqEkQVesR2O11YGy82YvvlK9UlOg_=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMNPf5IyR7aZcMvHf8IaDGOUGimR7IzCqi2W80d=w300-h225-p-k-no",0
Chilancho Stupa,Aruna Karki,https://www.google.com/maps/contrib/112784372614381021264/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVdJYBWSJ4PPnAXa6rdaR2qeY49FQmkAtdeXBxJ-QpmIefIx0A43Q=w36-h36-p-rp-mo-ba6-br100,4,2 years ago,"Exotic place. I just explored this place after long. I am regular visitor over Kritipur area but visiting Chilancho is my very first time. such a splendid beauty captivates the visitors with its serene environment and wider area with the stupa like that of swyambhu.
Must go place. It's just 5 minutes walk or 2 minutes ride from bhag bhairab temple. In order to reach Chilancho, you need to see one pokhari/pond Infront of Bhag bhairab temple, then take first left with the alleys and here you go. Explore it.","https://lh5.googleusercontent.com/p/AF1QipMLxV9I5RcqDamhH4Bg59vbx42yCNNX9biiyAMM=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOvtqpWu6DmpaAyn1z3ZRQJiVSkcdM0pb0JTx0G=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPp4a5UHvF-E1Kd0-427coOw4nKt5BKcX0fVIiX=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNuyomUf2EsqUAOWQ3PL__aVn5Rjk1vicerlSGg=w300-h225-p-k-no",1
Chilancho Stupa,Yogendra Rajkarnikar,https://www.google.com/maps/contrib/103270321749152746508/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXbEhQ3UCkM8yCrtWL57e7zn8w8S2RmheOJqpe9Np8MACinOBPdyQ=w36-h36-p-rp-mo-ba5-br100,4,a year ago,Beautiful and oldest Buddhist stupa with beautiful works done to build this amazing stupa. People who love historical places must visit kritipur city….,"https://lh5.googleusercontent.com/p/AF1QipNrULtqgYS0YoN2QOf_93JbmxJOPvpIDyQcvXvD=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMFIctR-MZmJU-Azt1i3DkvIESc8qAyDvyDJpJ4=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPgs5yytvXiwtOn5ct2Or3DNuUFv0o6G7xCQy14=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNJeJBh7lxtjhaTFhqUbS46IRwTTb0k9c0_gB5B=w300-h225-p-k-no",1
Chilancho Stupa,Aditya Lama Lopchan,https://www.google.com/maps/contrib/110194458259626518794/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjX0lLfShqVF0oI8EpTbNV6XZ0FXirerz1wTGddBkMPaPE9kfuim6w=w36-h36-p-rp-mo-ba5-br100,5,2 years ago,The ancient Buddhist religious site to the east south direction of centre Kirtipur. Chilancho meaning a hill where immortal God resides. The peaceful environment and beautiful stupa architecture captivate the heart of travellers. The centre stupa have 4 other small stupas in it's premises.,"https://lh5.googleusercontent.com/p/AF1QipMTutm8Dmx5a7UwAsi2pBZKHDtzZZVENfx21fJw=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPlX5oXqcwvnTqDhwD3KdCPZODjR_Y3V4IxPyqF=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN1Xljt4CihWzz6S32pOntkvaAO8DAquJ_lU5Rf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMXoB2wg_dl5Y4FYVAJ5uTkDd1FLQtvn3WtMe9K=w300-h225-p-k-no",1
Chilancho Stupa,Kiki Bhutia,https://www.google.com/maps/contrib/102592865154382015244/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjUkx0cPC3rqaqK4PVvtPS66xnn8ThOVW1Zlef9lacF2h0Q9Njg=w36-h36-p-rp-mo-ba6-br100,3,2 years ago,"Chilancho Stupa, according to locals was built by Emperor Asoka. However, the architecture style and lack of grandeur suggests that it was probably built later. However, it’s an interesting place to visit if you like old places. There’s not any inscription or much information of this stupa. Getting there is a bit of a problem, coz some locals are not aware of it.","https://lh5.googleusercontent.com/p/AF1QipOm6lQJ4nvYxKT_OIKXzqwdIDV4PWeqDW9QlEu1=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOddcJrJZBzZZaY11SxbPge5XanZtG3S00Y6M5Y=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPx2dMoOLWMdTc1i31nG9Eykhs63oYNHpzeVw01=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPPi-GjVhqmOXnu83O0rn5ADlCo4OhmCha_pgKw=w300-h225-p-k-no",1
"Doleshwor Mahadeva, the head of the Kedarnath",Amit Maskara,https://www.google.com/maps/contrib/107198172873531117127/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjXj-5SJE-7WctDJKKguvCfQq0sthkKrVT9pL1lcH1o_kayEDX5F=w36-h36-p-rp-mo-ba3-br100,5,2 weeks ago,"Great temple of Mahadev. The shivaling at this temple is said to contain the head while Badrinath temple contains the Torso of Rudra avatar himself.
Don't forget to visit the Apna Sathi human shelter next to the temple and donate to them as you wish. They care for and heal the destitute and sick. Service to the needy is service to Mahadev.","https://lh5.googleusercontent.com/p/AF1QipMeVa2J0aMsNk-BLueypMRtIG5ksn__Gyc6qiRy=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOa_g5NrLINbZzUvjkhHtndgZGVwoQTJ2J8j0gx=w300-h450-p-k-no",0
"Doleshwor Mahadeva, the head of the Kedarnath",Avishek Shrestha,https://www.google.com/maps/contrib/116447981359358419557/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVQZe7MR9_Y3vyIOyRBd2P8b22Iap-V76jpGtS74tuM-RomSa9m=w36-h36-p-rp-mo-ba6-br100,5,3 months ago,This holy jyotirling is the head of the kedarnath that is located in India. The temple of Lord Shiva has hills surrounding it. It is said that pandavas of Mahabharata tried to catch a bull but were only able to catch its tail and the head got separated. Pilgrims from all over Nepal and India come here to start their char dham and 12 jyotirlings. This place is the busiest around shrawan and teej.,"https://lh5.googleusercontent.com/p/AF1QipMIzQKdFLmTsl2Bo8KEBIyS085yyF8qEwBjx320=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPHmEOizYqPx2IvxS7D3F2wUwKxB4DC-i9RNSCn=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPRxBO--E1mO5JoqHhCAa0mYF3LRUiTuYcz1Lkf=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOdoIsshOLW1CkDsUIS4-5xRGJD1TUzeKb3EQe1=w300-h225-p-k-no",0
"Doleshwor Mahadeva, the head of the Kedarnath",Sampath D,https://www.google.com/maps/contrib/111041570123501979453/reviews?hl=en-GB,https://lh3.googleusercontent.com/a/ACg8ocJGdFPWwVKhoFeJfKCy0CxtQSv7FvuRCqALWAbzdX008koch_qL=w36-h36-p-rp-mo-ba5-br100,5,3 months ago,"We visited the Doleshwar Mahadev Temple in Bhaktapur, Nepal during our Kailash trip.  It is a sacred site for Hindus and is considered to be the head of the Kedarnath Temple in Uttarakhand, India.  Wonderful way to start our Kailash journey from here🙏","https://lh5.googleusercontent.com/p/AF1QipOtjr6CxvCjVbbenazahQuRKrtI1ieu7BMsBtrP=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipOj09Ln3ijtzFPEklsOUAf0gDgQhAuQnvl6OK-v=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPfOmoTu6ggA8JJSxw1in6S3_yTyDg3kZRAKRgJ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPJm_fh_zw6qKQFG99yK2Izq6qTMATcL6yxQWfK=w300-h225-p-k-no",1
"Doleshwor Mahadeva, the head of the Kedarnath",Aviv Adhikari,https://www.google.com/maps/contrib/109355748105575043977/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjWTBnWt-E7xYdYW202h_iRhWlrziHU5cFWETsdoNgxV9F1TGcON=w36-h36-p-rp-mo-ba5-br100,5,a week ago,"Considered as the head of the Great Lord Kedarnath, Doleshowar Mahadev is one of the holiest shiva pilgrim in the world. Located in outskirts of Bhaktapur, Doleshowr is a beutiful pagoda style temple decdicated to Lord Shiva.","https://lh5.googleusercontent.com/p/AF1QipOXANaHt7eEW92jNoBeYcUprQO9hBeoRDqz9l0e=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipNOrmFelvBzWL5tKUXcDN-NPhMysPMeA0toJTLT=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipPcDW0nvWtBFWgY3W-0rjkDHUL2n4B9ks0q8auc=w300-h225-p-k-no",0
"Doleshwor Mahadeva, the head of the Kedarnath",Dijesh Tandukar,https://www.google.com/maps/contrib/115788093042097107005/reviews?hl=en-GB,https://lh3.googleusercontent.com/a-/ALV-UjVoDKnOYgVQfvmjwZarvHVf8fuvTE2MlPzaBaF7Ca8UN-AfE21Jdw=w36-h36-p-rp-mo-ba4-br100,5,4 months ago,"Been there for the first time today on the last monday of Shrawan. This place has a lot of importance historically and was filled woth devotees. Also, the surroundings of the temple periphery is simply great and could be a great place for getting away from the hustle and bustle of the city.","https://lh5.googleusercontent.com/p/AF1QipN2Wqs8tsP-DnTFSg1ek2Yx5wqCztdPA382ZjIb=w300-h450-p-k-no, https://lh5.googleusercontent.com/p/AF1QipMSF1NLZVVhcGP4MekSxgQEmi4loegJBvUBiFxZ=w300-h225-p-k-no, https://lh5.googleusercontent.com/p/AF1QipN6rwqCBtmLyIMRBIbUISTzxYyGZsug15IOUVa6=w300-h225-p-k-no",1
