ID,Name,Latitude,Longitude,Country,City,Category,Description
26988,Tanete Pombelong,-2.3981,119.3948,Indonesia,Upt Lumika I,Natural Landmark,Not Available
26989,Tanete Pongkahingan,-2.2666,119.5864,Indonesia,West Sulawesi,Natural Landmark,Not Available
26990,Tanete Pongo,-2.4973,119.511,Indonesia,West Sulawesi,Natural Landmark,Not Available
26991,Tanete Porara,-2.9987,119.2427,Indonesia,Salumokanan Barat,Natural Landmark,Not Available
26992,Tanete Potali,-2.2564,119.7003,Indonesia,Seko,Natural Landmark,Not Available
26993,Tanete Pue,-2.2824,119.6498,Indonesia,Tanama Kaleang,Natural Landmark,Not Available
26994,Tanete Pumbalaan,-2.5279,119.6352,Indonesia,Siraun,Natural Landmark,Not Available
26995,Tanete Pumbasak,-2.3005,119.5735,Indonesia,West Sulawesi,Natural Landmark,Not Available
26996,Tanete Pusso,-2.7391,119.4939,Indonesia,West Sulawesi,Natural Landmark,Not Available
26997,Tanete Pusuk,-2.9261,119.1397,Indonesia,Pamoseang,Natural Landmark,Not Available
26998,Tanete Rajaba,-1.9332,119.3984,Indonesia,K A B U B U,Natural Landmark,Not Available
26999,Tanete Rangaranga,-2.5924,119.0638,Indonesia,Sinyonyoi,Natural Landmark,Not Available
27000,Tanete Rantekalua,-2.5343,119.1309,Indonesia,Beru-beru,Natural Landmark,Not Available
27001,Tanete Ratana,-2.7008,119.1406,Indonesia,Tampak Kurra,Natural Landmark,Not Available
27002,Tanete Rattelotu,-2.442,119.2589,Indonesia,West Sulawesi,Natural Landmark,Not Available
27003,Tanete Ra’da,-2.4287,119.4479,Indonesia,Upt Lumika Ii,Natural Landmark,Not Available
27004,Tanete Rea,-2.0327,119.3681,Indonesia,Babana,Natural Landmark,Not Available
27005,Tanete Rintango,-3.0969,119.9917,Indonesia,South Sulawesi,Natural Landmark,Not Available
27006,Tanete Roppo,-2.3099,119.6059,Indonesia,West Sulawesi,Natural Landmark,Not Available
27007,Tanete Rumbia,-2.2366,119.4369,Indonesia,Leling,Natural Landmark,Not Available
27008,Tanete Sakalambai,-2.4319,119.3907,Indonesia,Upt Lumika I,Natural Landmark,Not Available
27009,Tanete Salano,-2.5638,119.3518,Indonesia,West Sulawesi,Natural Landmark,Not Available
27010,Tanete Salokayu,-2.3794,119.2328,Indonesia,Sukadamai,Natural Landmark,Not Available
27011,Tanete Salokkok,-2.4019,119.549,Indonesia,Tumonga,Natural Landmark,Not Available
27012,Tanete Salubejau,-1.99807,119.3719,Indonesia,Babana,Natural Landmark,Not Available
27013,Tanete Salubella,-2.9899,119.2038,Indonesia,Salumokanan Utara,Natural Landmark,Not Available
27014,Tanete Saludengen,-2.3532,119.2887,Indonesia,West Sulawesi,Natural Landmark,Not Available
27025,Tanete Sarangsarang,-2.6445,119.6906,Indonesia,Salumakki,Natural Landmark,Not Available
27026,Tanete Selaputi,-2.6069,119.5293,Indonesia,West Sulawesi,Natural Landmark,Not Available
27027,Tanete Sikki,-2.9746,119.178,Indonesia,Bambang Buda,Natural Landmark,Not Available
27028,Tanete Sikonyak,-2.1,119.6262,Indonesia,Saluwadak,Natural Landmark,Not Available
27029,Tanete Sinjango,-1.80493,119.63011,Indonesia,West Sulawesi,Natural Landmark,Not Available
27030,Tanete Sipadua,-2.479,119.6975,Indonesia,West Sulawesi,Natural Landmark,Not Available
27031,Tanete Siraun,-2.6223,119.7466,Indonesia,West Sulawesi,Natural Landmark,Not Available
27032,Tanete Sodoan,-2.4686,119.5536,Indonesia,West Sulawesi,Natural Landmark,Not Available
27033,Tanete Sokko,-2.5433,119.1439,Indonesia,Sondoang,Natural Landmark,Not Available
27034,Tanete Sondoang,-2.6715,119.2214,Indonesia,West Sulawesi,Natural Landmark,Not Available
27035,Tanete Sukan,-2.5546,119.4174,Indonesia,West Sulawesi,Natural Landmark,Not Available
27036,Tanete Sumua,-2.6406,119.0582,Indonesia,Bebanga,Natural Landmark,Not Available
27037,Tanete Tabang,-2.6335,119.4639,Indonesia,Karataun,Natural Landmark,Not Available
27038,Tanete Tabeli,-2.426,119.4916,Indonesia,West Sulawesi,Natural Landmark,Not Available
27039,Tanete Tabolang,-2.0319,119.3407,Indonesia,Tobadak,Natural Landmark,Not Available
27040,Tanete Tabukisi,-2.4811,119.2678,Indonesia,West Sulawesi,Natural Landmark,Not Available
27041,Tanete Tadedek,-2.5069,119.6835,Indonesia,West Sulawesi,Natural Landmark,Not Available
27042,Tanete Tagarri,-2.7068,118.9825,Indonesia,Mamunyu,Natural Landmark,Not Available
27043,Tanete Taipandan,-2.5714,119.6305,Indonesia,West Sulawesi,Natural Landmark,Not Available
27044,Tanete Takanasi,-2.0508,119.2929,Indonesia,Tappilina,Natural Landmark,Not Available
27045,Tanete Takapa,-2.5489,119.0906,Indonesia,West Sulawesi,Natural Landmark,Not Available
27046,Tanete Takari,-2.925,119.1491,Indonesia,Mambi,Natural Landmark,Not Available
27047,Tanete Takiding,-2.4791,119.3207,Indonesia,Bonehau,Natural Landmark,Not Available
27048,Tanete Takkaledo,-2.5978,119.0882,Indonesia,Sinyonyoi,Natural Landmark,Not Available
27049,Tanete Takompeng,-2.8655,119.1001,Indonesia,Talippuki,Natural Landmark,Not Available
27050,Tanete Takukusang,-2.6353,119.0703,Indonesia,Bebanga,Natural Landmark,Not Available
27051,Tanete Talakki,-2.5296,119.0807,Indonesia,West Sulawesi,Natural Landmark,Not Available
27052,Tanete Tamangiri,-2.5457,119.2645,Indonesia,West Sulawesi,Natural Landmark,Not Available
27053,Tanete Tamanukmanuk,-2.418,119.2859,Indonesia,Salubarana,Natural Landmark,Not Available
27054,Tanete Tambalino,-2.6258,119.336,Indonesia,West Sulawesi,Natural Landmark,Not Available
27055,Tanete Tambalong,-2.476,119.5135,Indonesia,West Sulawesi,Natural Landmark,Not Available
27056,Tanete Tambolang,-2.4956,119.4329,Indonesia,West Sulawesi,Natural Landmark,Not Available
27057,Tanete Tambunan,-2.4912,119.4947,Indonesia,West Sulawesi,Natural Landmark,Not Available
27058,Tanete Tamebali,-2.4861,119.253,Indonesia,West Sulawesi,Natural Landmark,Not Available
27059,Tanete Tamenangka,-2.0549,119.48,Indonesia,West Sulawesi,Natural Landmark,Not Available
27060,Tanete Tammapupu,-2.5048,119.6552,Indonesia,West Sulawesi,Natural Landmark,Not Available
27061,Tanete Tammease,-2.2897,119.5659,Indonesia,West Sulawesi,Natural Landmark,Not Available
27062,Tanete Tammesaruk,-2.1739,119.6359,Indonesia,West Sulawesi,Natural Landmark,Not Available
27063,Tanete Tampuling,-2.9934,119.1905,Indonesia,Salumokanan Barat,Natural Landmark,Not Available
27064,Tanete Tanao,-2.6069,119.1047,Indonesia,Sinyonyoi,Natural Landmark,Not Available
27065,Tanete Tandebadong,-2.7115,119.1655,Indonesia,Tampak Kurra,Natural Landmark,Not Available
27066,Tanete Tandetande,-2.6566,119.0105,Indonesia,Bambu,Natural Landmark,Not Available
27067,Tanete Tanduk,-2.3445,119.6875,Indonesia,West Sulawesi,Natural Landmark,Not Available
27068,Tanete Tandung,-2.6497,119.0363,Indonesia,Bebanga,Natural Landmark,Not Available
27069,Tanete Tanga,-2.6282,119.0228,Indonesia,Bebanga,Natural Landmark,Not Available
27070,Tanete Tapajanji,-2.906,119.0564,Indonesia,West Sulawesi,Natural Landmark,Not Available
27071,Tanete Tapeanlima,-2.7176,119.5564,Indonesia,West Sulawesi,Natural Landmark,Not Available
27072,Tanete Tapian,-2.3481,119.4209,Indonesia,Kalumpang,Natural Landmark,Not Available
27073,Tanete Tarombe,-2.3178,119.467,Indonesia,West Sulawesi,Natural Landmark,Not Available
27074,Tanete Taropong,-2.3178,119.6466,Indonesia,Tanama Kaleang,Natural Landmark,Not Available
27075,Tanete Taruya,-2.5132,119.2873,Indonesia,West Sulawesi,Natural Landmark,Not Available
27076,Tanete Tasirrang,-2.5677,119.0598,Indonesia,West Sulawesi,Natural Landmark,Not Available
27077,Tanete Tatebang,-2.3237,119.5203,Indonesia,West Sulawesi,Natural Landmark,Not Available
27078,Tanete Tatoke,-2.6005,119.0608,Indonesia,West Sulawesi,Natural Landmark,Not Available
27079,Tanete Taulampun,-2.8076,119.1691,Indonesia,Aralle Timur,Natural Landmark,Not Available
27080,Tanete Teak,-2.6301,119.4945,Indonesia,Karataun,Natural Landmark,Not Available
27081,Tanete Telotelo,-2.3938,119.331,Indonesia,Upt Talondo I,Natural Landmark,Not Available
27082,Tanete Tenebaine,-2.3991,119.2783,Indonesia,Salubarana,Natural Landmark,Not Available
27083,Tanete Tengnge,-2.5242,119.7177,Indonesia,West Sulawesi,Natural Landmark,Not Available
27084,Tanete Tille,-2.5169,119.4342,Indonesia,West Sulawesi,Natural Landmark,Not Available
27085,Tanete Tiromanda,-2.3769,119.4747,Indonesia,West Sulawesi,Natural Landmark,Not Available
27086,Tanete Tobarak,-2.1309,119.6008,Indonesia,Upt Tobadak Bcd,Natural Landmark,Not Available
27087,Tanete Tobinta,-1.96612,119.3392,Indonesia,Budong-budong,Natural Landmark,Not Available
27088,Tanete Todurian,-2.7604,119.1573,Indonesia,Timoro,Natural Landmark,Not Available
27089,Tanete Tombang,-2.9588,119.134,Indonesia,Lumaka,Natural Landmark,Not Available
27090,Tanete Tondokkau,-3.0818,119.9824,Indonesia,South Sulawesi,Natural Landmark,Not Available
27091,Tanete Topoiyo,-1.86689,119.5261,Indonesia,West Sulawesi,Natural Landmark,Not Available
27092,Tanete Tukin,-2.7838,119.0952,Indonesia,Baruru,Natural Landmark,Not Available
27093,Tanete Tumonga,-2.4494,119.6062,Indonesia,West Sulawesi,Natural Landmark,Not Available
27094,Tanete Tunggumanuk,-1.9032,119.4611,Indonesia,Tangkou,Natural Landmark,Not Available
27095,Tanete Utusan,-2.7515,119.188,Indonesia,Pers Salurindu,Natural Landmark,Not Available
27096,Tanete Wekkaya,-1.90471,119.3825,Indonesia,K A B U B U,Natural Landmark,Not Available
27097,Tanette Barakna,-2.4027,119.2592,Indonesia,Salubarana,Natural Landmark,Not Available
27098,Tangga 1000 Taman Habibie,1.1450385,103.9475085,Indonesia,Batam,Scenic View,Not Available
27099,Tangga Seribu,-2.5644348,140.4559427,Indonesia,Doyo Lama,Scenic View,Not Available
27100,Tanggul,-8.1627667,113.4482705,Indonesia,Jember,Tourist Attraction,Not Available
27101,Tanggung,-7.0914907,110.6032465,Indonesia,Tlogorejo,Tourist Attraction,Not Available
27102,Tangkeno Taubonto,-4.702,121.9697,Indonesia,Lantowua,Natural Landmark,Not Available
27103,Tangkeno Todoha,-4.7564,121.9325,Indonesia,Rarowatu,Natural Landmark,Not Available
27104,Tangkeno Watutiho,-4.6436997,121.6452973,Indonesia,Southeast Sulawesi,Natural Landmark,Not Available
27105,Tangkeno Wumbubangka,-4.6875,121.9147,Indonesia,Lakomea,Natural Landmark,Not Available
27106,Tangkit Cumbi,-5.133333,104.733333,Indonesia,Lampung,Natural Landmark,Not Available
27107,Tangkit Tahiangin,-4.983333,104.733333,Indonesia,Gunung Gijul,Natural Landmark,Not Available
27108,Tangkit Tebak,-5.016667,104.566667,Indonesia,Lampung,Natural Landmark,Not Available
27109,Tangkuban Parahu,-6.7534098,107.608264,Indonesia,West Java,Natural Landmark,Not Available
27110,Tangkuban Perahu,-6.7742798,107.6361233,Indonesia,Bandung,Tourist Attraction,Not Available
27111,Tanjakan Babinsa,-6.5009676,106.6067964,Indonesia,West Java,Monument,Not Available
27112,Tanjong Trekking Advanture,-5.7725371,110.4833865,Indonesia,Jepara,Tourist Attraction,Not Available
27113,Tanjun Aan,-8.9095998,116.3208818,Indonesia,West Nusa Tenggara,Scenic View,Not Available
27114,Tanjung Amerika,2.5812438,128.6103307,Indonesia,North Maluku,Tourist Attraction,Not Available
27115,Tanjung Api (natural fire),-0.8154928,121.6223001,Indonesia,Labuan,Tourist Attraction,Not Available
27116,Tanjung Balit,-0.410323,100.173714,Indonesia,West Sumatra,Natural Landmark,Not Available
27117,Tanjung Batu,1.1829923,108.9685846,Indonesia,Pemangkat Kota,Natural Landmark,Not Available
27118,Tanjung Bong,1.823187,127.8504524,Indonesia,Galela,Scenic View,Not Available
27119,Tanjung Bongo,1.8215244,127.8534644,Indonesia,Galela,Tourist Attraction,Not Available
27120,Tanjung Gorango,2.4984757,128.6702406,Indonesia,North Maluku,Tourist Attraction,Not Available
27121,Tanjung Harapan,-2.8331522,111.798079,Indonesia,Sungai Sekonyer,Tourist Attraction,Not Available
27122,Tanjung Kodok,-6.8665669,112.3549345,Indonesia,Tunggul,Theme Park,Not Available
27123,Tanjung Papuma,-8.4359523,113.5531579,Indonesia,Jember,Scenic View,Not Available
27124,Tanjung Tamannoh,-0.2453624,116.5343964,Indonesia,Sangkuliman,Scenic View,Not Available
27125,Tano Ponggol,2.6113319,98.6919563,Indonesia,Pangururan,Tourist Attraction,Not Available
27126,Tapak Istana Kedaton,0.9259682,104.4194918,Indonesia,Tanjung Pinang,Tourist Attraction,Not Available
27127,Tapak Paderi,-3.7850619,102.2533746,Indonesia,Bengkulu,Tourist Attraction,Not Available
27128,Tapak Rusyadiah Club Dan Percetakan,0.9263502,104.4198374,Indonesia,Tanjung Pinang,Tourist Attraction,Not Available
27129,Tapokren Dive Site,-0.4389027,130.7261746,Indonesia,Saporkren,Tourist Attraction,Not Available
27130,Tarantula Tree,1.5636478,125.1723599,Indonesia,Bitung,Tourist Attraction,Not Available
27131,Tare Lagoon,-8.7468771,115.4521437,Indonesia,Sakti,Tourist Attraction,Not Available
27132,"Tarekot Malang City Park
Taman Rekreasi Kota (Tarekot) Malang",-7.9788337,112.6326213,Indonesia,Malang,Theme Park,Not Available
27133,Taro Quadbike/ATV,-8.369096,115.2824107,Indonesia,Taro,Tourist Attraction,Not Available
27134,Tarsier Tree,1.5611184,125.1720353,Indonesia,Bitung,Tourist Attraction,Not Available
27135,Taru Agro Coffee,-8.5342451,115.4903436,Indonesia,Antiga,Tourist Attraction,Not Available
27136,Taruik Agong,-9.081667,124.695833,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27137,Taruik Aidire,-9.247778,124.956667,Indonesia,Dafala,Natural Landmark,Not Available
27138,Taruik Ainu,-9.028333,124.868333,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27139,Taruik Aitiramubere,-9.101667,124.799722,Indonesia,Motadik,Natural Landmark,Not Available
27140,Taruik Aladirunlulik,-9.073056,124.810556,Indonesia,Motadik,Natural Landmark,Not Available
27141,Taruik Ambui,-9.079444,124.827222,Indonesia,Fatukety,Natural Landmark,Not Available
27142,Taruik Aninmatun,-9.236111,124.964167,Indonesia,Dafala,Natural Landmark,Not Available
27143,Taruik Asmaleten,-8.986944,124.890556,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27144,Taruik Baininu,-9.2445579,124.9352733,Indonesia,Tialai,Natural Landmark,Not Available
27145,Taruik Bausora,-9.083889,124.794444,Indonesia,Motadik,Natural Landmark,Not Available
27146,Taruik Bauwenulun,-9.013056,124.816111,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27147,Taruik Beilaka,-8.978056,124.931667,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27148,Taruik Beitalik,-9.225556,124.946111,Indonesia,Halimodok,Natural Landmark,Not Available
27149,Taruik Besaklaloran,-9.189722,124.963889,Indonesia,Takirin,Natural Landmark,Not Available
27150,Taruik Besaknonai,-9.038333,124.814444,Indonesia,Kolam Adat,Natural Landmark,Not Available
27151,Taruik Biai,-9.073889,124.756111,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27152,Taruik Bibin,-9.335,124.844444,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27153,Taruik Bimaku,-9.591389,124.784722,Indonesia,Oekmurak,Natural Landmark,Not Available
27154,Taruik Biotisi,-9.081111,124.7425,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27155,Taruik Bisao,-9.056389,124.7525,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27156,Taruik Bismuti,-9.028333,124.81,Indonesia,Kolam Adat,Natural Landmark,Not Available
27157,Taruik Bitenis,-9.022778,124.803333,Indonesia,Kolam Adat,Natural Landmark,Not Available
27158,Taruik Boalbaki,-9.096389,124.710833,Indonesia,Tuamese,Natural Landmark,Not Available
27159,Taruik Boama,-9.058056,124.745278,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27160,Taruik Boaslaten,-9.323056,124.892778,Indonesia,Duakoran,Natural Landmark,Not Available
27161,Taruik Boikon,-9.417778,124.850556,Indonesia,Naukekusa,Natural Landmark,Not Available
27162,Taruik Buitenis,-9.031667,124.793056,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27163,Taruik Busanmatan,-9.014167,124.855833,Indonesia,Kenebibi,Natural Landmark,Not Available
27164,Taruik Daama,-8.978056,124.907222,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27165,Taruik Debulatun,-9.236667,124.9775,Indonesia,Dafala,Natural Landmark,Not Available
27166,Taruik Debutali,-9.3225,124.970833,Indonesia,Nanaeone,Natural Landmark,Not Available
27167,Taruik Doleal,-9.020278,124.846667,Indonesia,Kenebibi,Natural Landmark,Not Available
27168,Taruik Dubesi,-9.287222,124.941944,Indonesia,Lookeu,Natural Landmark,Not Available
27169,Taruik Fafutun,-9.326111,124.951667,Indonesia,Faturika,Natural Landmark,Not Available
27170,Taruik Fakuamo,-9.055556,124.773056,Indonesia,Motadik,Natural Landmark,Not Available
27171,Taruik Fandoka,-9.009167,124.811111,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27172,Taruik Faniatis,-9.044167,124.855556,Indonesia,Kenebibi,Natural Landmark,Not Available
27173,Taruik Fatara,-9.208611,124.978056,Indonesia,Dafala,Natural Landmark,Not Available
27174,Taruik Fatkaen,-9.0525,124.791111,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27175,Taruik Fatlabobe,-9.355,124.861944,Indonesia,Naitimu,Natural Landmark,Not Available
27176,Taruik Fatubaat,-9.096667,124.696389,Indonesia,Tuamese,Natural Landmark,Not Available
27177,Taruik Fatubaona,-9.505278,124.868333,Indonesia,Babotin Selatan,Natural Landmark,Not Available
27178,Taruik Fatubo,-8.985833,124.88,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27179,Taruik Fatukaduak,-9.032222,124.86,Indonesia,Kenebibi,Natural Landmark,Not Available
27180,Taruik Fatukakorokema,-9.077778,124.724722,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27181,Taruik Fatukbandera,-9.045,124.780278,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27182,Taruik Fatukeraudi,-9.22,124.883333,Indonesia,"Fatuba'a",Natural Landmark,Not Available
27183,Taruik Fatukkatouk,-9.222222,124.974167,Indonesia,Dafala,Natural Landmark,Not Available
27184,Taruik Fatukoro,-9.0575,124.703611,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27185,Taruik Fatukrangmanmetan,-9.020556,124.798889,Indonesia,Kolam Adat,Natural Landmark,Not Available
27186,Taruik Fatuktomak,-9.208056,124.882778,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27187,Taruik Fatumuti,-9.054167,124.713611,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27188,Taruik Fatunain,-9.086389,124.813611,Indonesia,Motadik,Natural Landmark,Not Available
27189,Taruik Fatuoelutu,-9.076944,124.7025,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27190,Taruik Fatupenu,-9.08,124.750556,Indonesia,Nonatbatan,Natural Landmark,Not Available
27191,Taruik Fatutaman,-9.521111,124.800556,Indonesia,Kufeu,Natural Landmark,Not Available
27192,Taruik Fatuwetetek,-9.516667,124.801667,Indonesia,Kufeu,Natural Landmark,Not Available
27193,Taruik Faularan,-9.101944,124.691389,Indonesia,Tuamese,Natural Landmark,Not Available
27194,Taruik Fonaku,-9.036944,124.78,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27195,Taruik Foremean,-9.2,124.963889,Indonesia,Dafala,Natural Landmark,Not Available
27196,Taruik Foululik,-9.500556,124.920278,Indonesia,Kletek,Natural Landmark,Not Available
27197,Taruik Futubesin,-9.062778,124.773333,Indonesia,Motadik,Natural Landmark,Not Available
27198,Taruik Haibot,-9.509444,124.918333,Indonesia,Kamanasa,Natural Landmark,Not Available
27199,Taruik Halibada,-9.110278,124.845278,Indonesia,Kabuna,Natural Landmark,Not Available
27200,Taruik Haumene,-9.504444,124.846944,Indonesia,Manumutin Silole,Natural Landmark,Not Available
27201,Taruik Hawailoro,-8.969444,124.938056,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27202,Taruik Heklaran,-9.181667,124.988889,Indonesia,Takirin,Natural Landmark,Not Available
27203,Taruik Kadubuk,-9.215833,124.955278,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27204,Taruik Kakaniuk,-9.571389,124.806389,Indonesia,Alala,Natural Landmark,Not Available
27205,Taruik Kalatun,-9.529722,124.821111,Indonesia,Naibone,Natural Landmark,Not Available
27206,Taruik Keonakis,-9.074722,124.850556,Indonesia,Kabuna,Natural Landmark,Not Available
27207,Taruik Kongkasulun,-9.015556,124.813333,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27208,Taruik Lafai,-9.016667,124.852222,Indonesia,Kenebibi,Natural Landmark,Not Available
27209,Taruik Lakaoan,-9.036667,124.843056,Indonesia,Jenilu,Natural Landmark,Not Available
27210,Taruik Laliirin,-9.054167,124.859444,Indonesia,Kenebibi,Natural Landmark,Not Available
27211,Taruik Litamali,-9.477778,124.977222,Indonesia,Lakekun Barat,Natural Landmark,Not Available
27212,Taruik Luriu,-9.021667,124.864722,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27213,Taruik Maan,-9.424167,124.849722,Indonesia,Naukekusa,Natural Landmark,Not Available
27214,Taruik Makuri Besar,-9.026111,124.824722,Indonesia,Kolam Adat,Natural Landmark,Not Available
27215,Taruik Makuri Kecil,-9.024167,124.834722,Indonesia,Jenilu,Natural Landmark,Not Available
27216,Taruik Mandeu,-9.353333,124.907222,Indonesia,Mandeu Raimanus,Natural Landmark,Not Available
27217,Taruik Mangkase,-9.049444,124.771667,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27218,Taruik Manmuti,-9.528611,124.847778,Indonesia,Takarai,Natural Landmark,Not Available
27219,Taruik Minmaro,-9.119167,124.718333,Indonesia,Tuamese,Natural Landmark,Not Available
27220,Taruik Mofa,-9.073889,124.740833,Indonesia,Nonatbatan,Natural Landmark,Not Available
27221,Taruik Murolelo,-9.522222,124.901389,Indonesia,Kamanasa,Natural Landmark,Not Available
27222,Taruik Nanaet,-9.511944,124.848889,Indonesia,Manumutin Silole,Natural Landmark,Not Available
27223,Taruik Nanait,-9.280556,124.946389,Indonesia,Lookeu,Natural Landmark,Not Available
27224,Taruik Nane,-9.016667,124.804167,Indonesia,Kolam Adat,Natural Landmark,Not Available
27225,Taruik Neokama,-9.099444,124.811667,Indonesia,Motadik,Natural Landmark,Not Available
27226,Taruik Nunara,-9.243611,124.914167,Indonesia,Bauho,Natural Landmark,Not Available
27227,Taruik Oekoro,-9.111111,124.717222,Indonesia,Tuamese,Natural Landmark,Not Available
27228,Taruik Oenoha,-9.038889,124.768333,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27229,Taruik Oepikan,-9.072778,124.774722,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27230,Taruik Oepoto,-9.090833,124.728333,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27231,Taruik Oeroni,-9.081111,124.708056,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27232,Taruik Oesega,-9.098056,124.771667,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27233,Taruik Oetisi,-9.089167,124.720278,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27234,Taruik Petun,-9.056944,124.779444,Indonesia,Motadik,Natural Landmark,Not Available
27235,Taruik Postu,-9.008889,124.821111,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27236,Taruik Putputik,-9.510278,124.817222,Indonesia,As Manulea,Natural Landmark,Not Available
27237,Taruik Rafae,-9.326389,124.8975,Indonesia,Duakoran,Natural Landmark,Not Available
27238,Taruik Railuti,-8.995278,124.880278,Indonesia,Silawan,Natural Landmark,Not Available
27239,Taruik Rubena,-9.096389,124.845556,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27240,Taruik Ruidi,-9.076111,124.777778,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27241,Taruik Sanekiu,-9.060833,124.739722,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27242,Taruik Selowai,-9.039167,124.7975,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27243,Taruik Seneon,-9.5025,124.825833,Indonesia,As Manulea,Natural Landmark,Not Available
27244,Taruik Seraten,-9.511667,124.822778,Indonesia,Manulea,Natural Landmark,Not Available
27245,Taruik Sislai,-8.9775,124.915,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27246,Taruik Sonis,-9.2175,124.888889,Indonesia,"Fatuba'a",Natural Landmark,Not Available
27247,Taruik Sumerlaran,-8.993333,124.911944,Indonesia,Silawan,Natural Landmark,Not Available
27248,Taruik Surama,-9.076667,124.868889,Indonesia,Atambua,Natural Landmark,Not Available
27249,Taruik Susuk,-9.010556,124.826111,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27250,Taruik Tainiki,-9.120278,124.803889,Indonesia,Motadik,Natural Landmark,Not Available
27251,Taruik Takantade,-9.06,124.864167,Indonesia,Kenebibi,Natural Landmark,Not Available
27252,Taruik Talilaren,-8.993333,124.894167,Indonesia,Silawan,Natural Landmark,Not Available
27253,Taruik Tarmana,-9.001944,124.869722,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27254,Taruik Tataetasik,-9.505,124.917222,Indonesia,Kamanasa,Natural Landmark,Not Available
27255,Taruik Tiatuni,-9.024444,124.789167,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27256,Taruik Truin,-9.550833,124.831944,Indonesia,Bakiruk,Natural Landmark,Not Available
27257,Taruik Tudus,-9.453611,124.948889,Indonesia,Dirma,Natural Landmark,Not Available
27258,Taruik Tugubesi,-8.975,124.913611,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27259,Taruik Tulabe,-9.253889,124.969444,Indonesia,Laktutus,Natural Landmark,Not Available
27260,Taruik Tulabibi,-9.207778,124.963611,Indonesia,Dafala,Natural Landmark,Not Available
27261,Taruik Tuniba,-9.113889,124.788333,Indonesia,Motadik,Natural Landmark,Not Available
27262,Taruik Tuntuni,-9.051389,124.779722,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27263,Taruik Turubahat,-9.518611,124.835278,Indonesia,Fatuaruin,Natural Landmark,Not Available
27264,Taruik Webaliun,-9.011944,124.86,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27265,Taruik Wehedan,-9.001389,124.861111,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27266,Taruik Welau,-9.013889,124.869167,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27267,Taruik Wetaka,-9.250556,124.833056,Indonesia,Naku,Natural Landmark,Not Available
27268,Taruik Wetau,-9.086944,124.700833,Indonesia,East Nusa Tenggara,Natural Landmark,Not Available
27269,Tasik Besar Kutub,0.3227054,102.3957395,Indonesia,Kecamatan Teluk Meranti,Tourist Attraction,Not Available
27270,Tasikmalaya,-7.3222315,108.2239381,Indonesia,Tasikmalaya,Tourist Attraction,Not Available
27271,Tatar,-9.053333,116.893333,Indonesia,West Nusa Tenggara,Natural Landmark,Not Available
