,index,ID,Name,Category,City,Country,Latitude,Longitude,Description,Entry_Time,Fee,Visit_Time
322,640,641,"Hill Park, Butwal", Scenic View,Unknown,Nepal,27.69658183,83.47152237,HILL PARK BUTWAL,Not Available,0,Not Available
323,641,642,Meghma Monastry, Religious Site,Unknown,Nepal,26.95425398,88.02056964,"The monastery in Meghma is a famous religious tourist spot in Maijogmai-2. This monastery is equally important for Buddhists and researchers who go on a trek across the Nepal-India border. The seven-decade-old Buddha statue in the Sangchen Ngyur Hosal Dekshen Choling Monastery is considered one of the world's rarest. In the monastery, one can see an artistic presentation of different activities of human life, including scenes depicting sexual games, in 180 statues. That is why it is said that children should not see the idols here. These statues are symbols of peace and revolution.
Pujas are performed with great pomp on Buddha Purnima in the monastery. Western and Indian tourists visit this monastery, which is crowded with devotees during other Buddhist festivals as well. Although there were similar idols in Patala in Tibet and Japan, both were later destroyed. According to locals, this is the only remaining idol of its kind in the world.
Meghma, which is 40 km northeast of the Ilam headquarters, can be reached by a journey of about 10 km from the border at Manebhanjyang through the eastern pass Pashupatinagar. Similarly, Meghma can also be reached from Fikkal via Nayabazar and Jaubari. This area is also considered excellent in terms of biological and natural beauty, along with the views of Kanchenjunga, Kumbhakarna, and other snow-capped ranges.",Not Available,0,Not Available
324,642,643,Nayabazar, Natural Landmark,Unknown,Nepal,26.9537806,88.02033562,"Established in 2011 B.S., the historical Nayabazar is the administrative centre of Maijogmai Rural Municipality. The municipality office is located here. Nayabazar has its own historical and cultural significance. Elders say this market was established by Balaguru. A big fair is held every year on the day of Balachaturdashi in Nayabazar. A statue of the endangered red panda in the centre of the market welcomes newcomers. Nayabazar, which is shrouded in fog most of the time, is a piece of heaven.
An idol of Sant Balaguru has been constructed near the market area. Balaguru Shivalaya Dham is also located here. The Shivalaya temple is known as the centre of Hindu religion, as Gurukul education teachings are conducted there.
A fair is organized at the temple on the day of Balachaturdashi. The movement of devotees and tourists from Nepal and India during the fair has helped to promote tourism. Since there is a tradition of sowing satbiu (virtuous seed) during the fair at Shivalaya Dham, there is a crowd of devotees from Nepal and India. Nayabazar has also introduced itself as a centre for buying and selling agricultural products such as cardamom and potatoes. Another attraction here is the Durga temple in the Nayabazar area.",Not Available,0,Not Available
325,643,644,Malupokhari, Natural Landmark,Unknown,Nepal,26.94268652,88.03429786,"Malupokhari, of religious and touristic importance, is another attraction of Maijogmai. On the northeast side of the pond is the Sakela Than of the Rai caste. There is a Shiva temple on the south side. The pond and its surrounding areas, which are shrouded in thick fog, attract tourists.
Malupokhari protects the religious culture of different castes in one place. It takes half an hour on foot to reach this pond, which is 2 km southeast of Nayabazar, and there is a dirt road for transport.
The Malupokhari area, located in the midst of dense forest, has become a centre for domestic tourists. The Rural Municipality has been preparing a master plan for the construction of infrastructure in the Malupokhari area, which is also a water reservoir. Malu pond is also of great importance in the conservation of water resources.
A hall has been built for the devotees on the northeast side of the pond. Religious programs are organized here. To the north is the Sakela Than of the Kirant castes. In the Than area, 'Limchungbung', the flower of Kirant civilization, is found. There is a Shiva temple on the south side of the pond. A palanquin has been made for the devotees to sit inside the pool complex. To the north of the temple, there is an attractive stage, where programs of various religious castes are held.",Not Available,0,Not Available
326,644,645,Balaguru Shivalaya Dham, Religious Site,Unknown,Nepal,26.95449486,88.02025113,"Balaguru Shivalaya Dham is located on a hill towards the southwest of Nayabazar. This temple, located in Maijogmai Rural Municipality-1, holds historical significance. Here stands an attractive three-storied temple dedicated to Shiva, which is open to devotees at any time, with regular puja performed daily.
Balaguru's idol is placed on the east side of the temple, and his tomb is in front of the temple. Experts say that Balaguru established Nayabazar around the year 2011 B.S. after clearing the dense forest. Around the year 2006, Balaguru came to this area and started living in a hut. In the Sanskrit Gurukul in this temple complex, students study Sanskrit language, literature, grammar, and rituals, and live in residential accommodations.",Not Available,0,Not Available
327,645,646,Mahadevasthan, Religious Site,Unknown,Nepal,26.9431997,88.0357895,"Mahadevasthan is another religious tourist spot in Maijogmai Rural Municipality. Mahadevasthan, which attracts domestic and foreign tourists, is located in Maijogmai-2. It is believed that visiting Mahadevasthan will fulfill your wishes. A fair is held here every year.
There is a cave inside Mahadevasthan, in the middle of a large rock. The Rural Municipality plans to study and research the cave and promote tourism. To reach Mahadevasthan, which is about 6 km from Nayabazar, you have to walk for an hour from there. You have to use a dirt road if you want to take a vehicle. Mahadevasthan is near Nayabazar, so you have to return to Nayabazar to stay overnight.",Not Available,0,Not Available
328,646,647,Dha Tala Mandir, Religious Site,Unknown,Nepal,27.68503743,85.32441063,"Lying in the converging point of the Rudramati and Bagmati rivers in Jwagal lies the Dha: Tala Mandir. It is one of the sacred Nadhi Ghat Devsthal and is revered as one of the eight Asthamatrika. This shrine, established during the Shah dynasty, may be relatively new, but it carries an ancient spirit. The original statue of the shrine was stolen, and it was re-consecrated on the 16th of Ashar, 2051 B.S., restoring its sacred presence.

This beautiful pagoda-style shrine is dedicated to the deity Dhan Wantari Barahi of Dhalaut. Locals also refer to this temple simply as Dhan Wantari Barahi. Adorned with thirteen intricately carved tudals, the shrine is a feast for the eyes. The entrance gate is designed in the classical Newa Aakhi Jhyal style. It features stunning symbols of Surya, Ganesh, Chandra, Kumar, and Kalash, each carved with remarkable detail and care.

Guarded by two stone lions, the principal deity sits in serene majesty. The shrine also houses other revered figures like Laxmi, Shiva, Ganesha, Bhairav, Buddha, and Chitragupta, creating a heavenly gathering under one roof. Each idol stands as a testament to the rich tapestry of beliefs and the profound artistry that breathes life into stone.

The worship rituals here are a symphony of devotion. Worshippers offer akshata (rice), light diyas, incense, and flowers, creating a beautiful and serene atmosphere that envelops the senses. The rituals are simple yet profound, reflecting a deep connection to the divine. This shrine, with its Malla-style pagoda architecture, is not just a place of worship but a living gallery of devotion, history, and artistic beauty.

This shrine remains a beacon of spiritual peace. It invites all to experience its divine embrace and witness the sacred blend of faith and artistry. Whether you come seeking solace, inspiration, or a glimpse into a rich cultural heritage, the Dhan Wantari Barahi shrine stands ready to welcome you. 

Written/Compiled by: Apekshya Khanal


",Not Available,0,Not Available
329,647,648,Tengboche Monastery , Religious Site,Unknown,Nepal,27.8362408,86.76340587,"Tengboche Monastery (or Thyangboche Monastery), also known as Dawa Choling Gompa, in the Tengboche village in Khumjung in the Khumbu region of eastern Nepal is a Tibetan Buddhist monastery of the Sherpa community. Situated at 3,867 metres (12,687 ft), the monastery is the largest gompa in the Khumbu region of Nepal. It was built in 1916 by Lama Gulu with strong links to its mother monastery known as the Rongbuk Monastery in Tibet. In 1934, it was destroyed by an earthquake and was subsequently rebuilt. In 1989, it was destroyed for a second time by a fire and then rebuilt with the help of volunteers and international assistance.
Tengboche monastery is amidst the Sagarmatha National Park (a UNESCO World Heritage Site of ""outstanding universal value ), draped with a panoramic view of the Himalayan Mountains, including the well-known peaks of Tawache, Everest, Nuptse, Lhotse, Ama Dablam, and Thamserku.
Tengboche is the terminus site of the ""Sacred Sites Trail Project"" of the Sagarmatha National Park that attracts large number of tourists for trekking and mountaineering. It is a circular trail that covers 10 monasteries in a clockwise direction terminating in the Tengboche Monastery.",Not Available,0,Not Available
330,648,649,Nritya Vatsala Temple, Religious Site,Unknown,Nepal,27.67161082,85.42842049,"The Vatsala temple built by King Jitamitra Malla was damaged in the year's earthquake and is now merely a red-floor temple, while the remaining two temples are still present. These three Vatsaladevi temples are known as ""Yantra Vatsala,""
""Kalash Vatsala,"" and ""Dance Vatsala,"" respectively. Vatsaladevi assumed the guise of MATA DURGA (PARBATI) in order to unite women and Lord Yaksheshwar (Pashupatinath of Bhaktapur). The strength of the goddess inside a temple can be determined by looking at the temple's form. This temple's second floor includes four directions, eight miniature temples on each corner, and nine temples in the center. Indrayani is in the North, Barahi is in the West, Bhadrakali is in the South, and Mahakali is in the East, with a Mahakali statue in the east and Khetrapal Bhairav at the four corners. It is apparent from this that this temple houses a great deity.",Not Available,0,Not Available
331,649,650,Pangboche Monastery , Religious Site,Unknown,Nepal,27.85709468,86.78826727,"Pangboche, a hidden gem nestled in the lap of the Himalayas. This picturesque village, located in the Solukhumbu District of Nepal, offers a truly extraordinary experience for those seeking adventure, tranquility, and cultural immersion. Prepare to be enchanted as we unravel the captivating wonders of Pangboche and its surrounding treasures. From sacred monasteries to stunning landscapes, this extraordinary destination has it all.
Pangboche is renowned for its ancient and historically significant monastery, Pangboche Gompa. Believed to have been founded in the 17th century, it is one of the oldest Sherpa monasteries in the Khumbu region. The monastery holds religious ceremonies, rituals, and festivals that offer a glimpse into the spiritual practices and beliefs of the Sherpa community. Its architectural style and intricate artwork reflect the rich cultural heritage of the region. The monastery houses ancient artifacts, sacred religious texts, and intricate wall paintings. It is also known for its ""Yeti Scalp"" relic, which is claimed to be the scalp of a mythical Yeti creature.",Not Available,0,Not Available
332,650,651,Nepal Folk Musical Instrument Museum, Art Gallery,Unknown,Nepal,27.69234664,85.31445377,"The founder of the museum, Kadel is not a musician himself but a genuine admirer of the musical traditions. His dedication to his passion has driven him to keep up with his collection and sustain the cultural heritage. The museum now showcases 655 distinct Nepali folk musical instruments among more than 1350 from all over the country. The impressive fact about this museum is that all the musical instruments are either bought or newly made by the local artisans. No instrument is taken from any place where artists still play them. Only those, which are not in use are brought and kept in the museum. That way, the local artists can continue playing live music, keeping up the vibrance of the melodies. 
Folk music is not much in practice these days, which makes it a priority to save them. If it is forgotten, it is not just the music that we lose; we lose our culture, we lose our history. The folk musical instruments are simple, made from whatever is found from the surrounding. Inspired by the sound of nature: the waterfalls, blowing of the wind, mooning of cattle, chirping of birds, even the shape of the instruments is influenced by the nature. The Hiti Manga, for instance, is a fine replica of the water spouts in Kathmandu, producing music similar to the sound of water filled in a pot from the spout. 
",Not Available,0,Not Available
333,651,652,Kopan Monastery, Religious Site,Unknown,Nepal,27.74233885,85.36491349,"Kopan Monastery, nestled near Boudhanath on the outskirts of Kathmandu, Nepal, is a haven for Tibetan Buddhist study and practice. Founded in 1969 by Lama Thubten Yeshe and Lama Thubten Zopa Rinpoche, Kopan has garnered international acclaim for its dedication to teaching Buddhism to Westerners.
More than just a monastery, Kopan has blossomed into a complex encompassing two distinct institutions: the Kopan Monastery atop Kopan Hill and the nearby Khachoe Ghakyil Ling Nunnery, established in 1979 to empower women with spiritual and practical education modelled after the monks' program. The nunnery's remarkable growth, from 4 nuns to 400 in under 35 years, is a testament to its dedication and the generosity of supporters who utilize platforms like GoFundMe to fuel its expansion.
Beyond its educational pursuits, Kopan Monastery has become a vibrant community hub, welcoming hundreds of visitors every Saturday from 10 AM to 4 PM. While closed to the public on weekdays, these designated hours offer Kathmandu residents and tourists alike a chance to immerse themselves in the monastery's serene atmosphere, participate in guided meditations, and soak in the wisdom dispensed by resident monks and teachers. Kopan Monastery stands as a beacon of Buddhist scholarship and spiritual practice, attracting both dedicated students and curious travelers seeking a glimpse into the rich tapestry of Tibetan Buddhist culture.
",Not Available,0,Not Available
334,652,653,Pujari Math, Religious Site,Unknown,Nepal,27.66682693,85.49030324,"
Pujari Matha beautiful combination of fine masterpieces of wood carvings
Behind and to the right of the Dattatraya temple stands the sumptuous Pujari Math. The Dattatraya square is surrounded by seven Math, most of which have been transformed into museums or shops. Pujari Math is the best among the entire Math s and the most richly architecture, w hich is the largest and most famous religious institution in Bhaktapur in the 16th century. It was built by King Yaksha Malla in the 15th century and was used for the storage of donations and contributions until late 20th century. Until a few years back an annual caravan of Tibetan lamas used to bring tributes to the monastery. The Math got reconstructed during Vishwa Malla s reign in the mid 16th century. During those days, it was known for the production of herbal medicines and people traveled from far and wide to receive instruction in the art of medicine Then, after being destroyed by the earthquake of 1934 A.D. the German government with its financial and technical support renovated it and presented it to the crown prince Birendra Bir Bikram Shah Dev on the occasion of his wedding in 1979 A.D. .

Now, the top floor of the Math is a home to the wood carving Museum, the Math itself is a beautiful combination of fine masterpieces of wood carvings in the forms of doors and windows. The wood carving museum here has a splendid collection of antique carvings. A set of 14 roof Struts, image of Vasundhara(1st century), Tantric images of Vishnu Vishwa Roop with 30 arms and 17 faces and a mouth in its Bhairab(17th century), Puja Devi(15th century) etc. are a few to mention here. This four story with three inner courtyards has incomparable masterpieces of hanging windows around the inside of each courtyard. The building itself is famous for the virtuously carved Peacock Window  down the narrow side alley and a courtyard decorated with cavorting wild boars, monkey and Makara.",Not Available,0,Not Available
335,653,654,Janaki Mandir, Religious Site,Unknown,Nepal,26.73037492,85.92555234,"Dedicated to Goddess Sita, Janaki Mandir is the biggest temple in Nepal located in Janakpur. It is constructed at the place where Goddess Sita was born. The attraction is now considered as a religiously important monument and a heritage site but is still an active temple for devotees. Anybody seeking a slice of the legend of Ramayana must visit the divine Janaki Temple. 

The Janaki Mandir is an examplar of Hindu-Koiri Nepali architecture having a stunning white facade. The 3 storied temple is built entirely of stones and marbles, while the 60 rooms inside are adorned with Nepali flag, engravings, paintings, beautiful lattice windows and turrets. The Janaki temple is predominantly thronged by devotees during auspicious occasions and festivals like the Ram Navami, Vivah Panchami, Dashain, Deepavali, and Holi. Pilgrims come in from all around Nepal, Sri Lanka and India to worship the Goddess who is deemed an epitome of courage, purity, selflessness, dedication, loyalty and feminine virtues.",Not Available,0,Not Available
336,654,655,Dharma Dham, Religious Site,Unknown,Nepal,27.61724754,84.51172108,"Dharmadham : Shrikrishna Pranami Temple  Dharmadham  in Jirauna, Ratnanagar has become a tourist attraction. Tourists are attracted to the shrine as it is built in an attractive art style. It is known as the model temple of the district.Chairman of the shrine Shyam Baral informed that the temple is also crowded with religious tourists from other districts. According to him, at least 200 to 500 religious tourists visit the temple daily.Inside the temple, attractive sculptures of Radha and Krishna have been made. Modern but traditionally carved windows and doors, golden walls and artistic tundals add to the beauty of the shrine. Gajur, which looks like a roof of gold, has added more beauty to it. The scene where Krishna played with his friend in Brindavan is also carved.  Dharmadham.",Not Available,0,Not Available
337,655,656,Kedareshwor Mahadev Temple, Religious Site,Unknown,Nepal,28.20318044,83.96491639,"The Kedareshwar Mahadev Mani temple is a relatively new temple dedicated to the Hindu god Shiva who is also known as ""Kedareshwar"". Located in Pokhara-Komagane friendship park it's an easy walk to reach. Though you will have to walk to the back of the park to locate it. Kedareshwar Mahadev Mani temple in Pokhara There are several small shrines and temples around Pokhara. However the region lacks the impressive temple structures that surround the Kathmandu Valley. There's a historic and geo-political reason for that. The Malla's Kingdom and the Newari people were mainly localed in the Kathmandu Valley. Only trading routes passed through Pokhara and even at that it was miniimal. The Kedareshwar Mahadev Mani temple is one of the few larger temples in the area.edareshwar Mahadev Mani temple is a new temple based on Newari pagoda design. It's very similar to what you would see in Kathmandu, Patan or Bhaktapur. If you've not been to these cities then it's worth coming here to see one temple of this particular style..

Instead of copying please consider buying one of my travel guides to Nepal. They are great value. Have much more content. Are easy to read and most importantly they help support my website and the original content that I write. Thank you!",Not Available,0,Not Available
338,656,657,Malikarjun Temple , Religious Site,Unknown,Nepal,29.73836763,80.49398856,"????????? ??? ??????????? ??????
??????????? ?????????? ? ?????????",Not Available,0,Not Available
339,657,658,Khuwalung, Scenic View,Unknown,Nepal,26.9098868,87.16192463,"Khuwalung is a large rock in the middle of the Arun River a few meters above the confluence of the Arun and Tamor rivers at Triveni, bordering Dhankuta, Udaipur and Bhojpur. Khuwalung is the center of religious and cultural faith of the entire Kirat community.The water of Saptakoshi flows east-west in this place and the river Tamor comes from the north.Khuwalung is a place associated with the primitive civilization of Kiranti. Engineers are warning that the government s attempt to destroy this area, which is mentioned in the Kirant scripture Mundum and the ancestors went to different areas from here, is an attack on identity and faith.According to Mundum folklore, the ancestors of the Kirant community are believed to have been divided from the Khuwalung area. According to Mundum scholars, many groups have repeatedly crossed Khuwalung and after crossing Khuwalung, the Kirantis have found their way.Khuwalung was closed when the Kiranti ancestors crossed it. The first group sacrificed Jureli birds to open Khuwalung.After the bird s blood was spilled, Khuwalung opened and the first group crossed the river. Soon after, the second group arrived and after inflicting blood on Khuwalung by slightly injuring his own disciple s finger, Khuwalung is believed to be open forever and they too are believed to have crossed the Koshi and climbed the hill.",Not Available,0,Not Available
340,658,659,Siddhakali Temple, Religious Site,Unknown,Nepal,27.17332623,87.04583796,"Siddhakali Temple is one of the famous Hindu temples in Nepal. It is located in the headquarters of Bhojpur district, Eastern Nepal.This temple is situated at the top of the hill, near Bhojpur bazaar. Visitors have to walk upstairs for 5 minutes to reach the main gate of the temple.Siddhakali Temple is situated 3 km away from Bhojpur airport. But it takes only 7 minutes to reach here from the Bhojpur bus stop. There are about 4 small temples with great architecture. They have a red color. Large numbers of big as well as small bells have been kept here.",Not Available,0,Not Available
341,659,660,Begnas Lake, Natural Landmark,Unknown,Nepal,28.16989149,84.10970539,"Among the hundreds of lakes, Begnas lake is one of the ideal freshwater lakes which is located in the Kaski district of Nepal and the second largest amongst the lakes in Pokhara valley. It is situated in the south-east of Pokhara, therefore it is one of the most visited places around Pokhara valley. You can say that Begnas Tal is an integral part of the Pokhara tour.

Boating in the Begnas Lake is comparatively cheaper than the Fewa Lake. Its low cost can be attributed to the fact that it lies away from the major city area. While having a boat ride, you can stop your boat in the middle of the lake and you can even swim in this freshwater. Nevertheless, you can park your boat around the corners and relax in peace by embracing the exceptional flora and fauna of Begnas lake. The area around Begnas Lake, with a number of resorts, is a popular destination for tourists visiting Pokhara.

If you re a hiking enthusiast, you can enjoy The Begnas Thulokote Hiking, part of the  Annapurna Royal Trek  which was completed by Charles, Prince of Wales in 1980. Enjoy this 6-hour excursion on the least explored area of the Pokhara region to see beautiful unspoiled countryside villages and a magnificent view of Annapurna and Machhapuchhre range. Your guide will take you along the trekking route that takes us to Kalikasthan village. It will take about 45 minutes to reach this small settlement, located on a hill that overlooks the Annapurna range.",Not Available,0,Not Available
342,660,661,Ram Sita Vivah Mandap, Historical Ruins,Unknown,Nepal,26.73097202,85.92498137,"The place where Ram and Sita got married, Ram Janaki Vivah Mandap is visited by thousands of pilgrims to pay homage to Sita at the time of Vivah Panchami. The marriage day of Sita and Ram usually celebrated on the fifth day of the Shukla Paksha or waxing phase of moon in November/December. The mandap is a gorgeous structure made of marble located in the southwest region of the Janaki Mandir. It resembles a part of a palace with sturdy pillars, elegant arches and stunning domes. 

At the centre of the mandap, the legendary wedding ceremony is depicted. One can see idols of the couple, Goddess Sita and Lord Rama, sitting on a raised pedestal in the centre while some sages and their parents are seen seated on parallel pedestals facing each other. The idols are draped in colourful attires and give a sense of the ancient royal celebration. Devotees can offer their prayers and sit in complete silence to soak in the tranquil vibe of the temple. Those interested in getting a sneak peek into this epic union must visit the Ram Sita Vivah Mandap.",Not Available,0,Not Available
343,661,662,Ganga Sagar, Natural Landmark,Unknown,Nepal,26.72868394,85.9301349,"Any pilgrimage is incomplete without a ritual bath in this pond which has never dried up. According to popular belief, water from the Seven Seas and all sacred places were collected, and this sacred pond called Ganga Sagar took shape.",Not Available,0,Not Available
344,662,663,Dhanush Sagar, Natural Landmark,Unknown,Nepal,26.72789368,85.92821879,"This pond lies in front of Ram Mandir. It is said that the bow which Lord Shiva had given to King Janak during the Treta Yug was kept at this place for safekeeping, and the pond was built in the shape of the weapon.",Not Available,0,Not Available
345,663,664,Dattatraya, Religious Site,Unknown,Nepal,27.67310704,85.43538384,"The artistic Dattatraya temple at Tanch Bahal in Bhaktapur is an excellent example of Nepal's cultural heritage. The temple was built by Adi Shankaracharya. It is mentioned that during Siddhinarsingh's time, his wife Gangarani built a three-storied temple in 709 AD. But many have said that this temple was built by Yakshamalla himself. Some say that Yakshamalle only rebuilt E 1427. It is difficult to say with certainty. Who built this temple? Inside the temple, there is a one-and-a-half-foot-tall idol of Dattatreya, the son of sage Atri and Sati Ansuya, symbolizing Brahma, Bishnu and Maheshwar. This idol can be seen by the devotees even when the temple is not open.",Not Available,0,Not Available
346,664,665,Shree Sankat Mochan Temple, Religious Site,Unknown,Nepal,26.73868217,85.92281012,"Very famous temple of janakpur and situated in middle, located to the north-west corner of Barabigha. Most people visit this on Tuesday and saturday on the name of God Hanumaan. This is a big holy place for the supporters of God Hanumaan. Suggest tourists to visit and explore it for great feel",Not Available,0,Not Available
347,665,666,Taltaliya Park, Scenic View,Unknown,Nepal,26.69998965,87.30123354,"Taltalaiya is a famous wetland and the best place to visit in Eastern Nepal. It is located in Itahari, which is a sub-metropolitan city in the Sunsari district. This park covers a large area (about 76 hectares). Dense forests, natural lakes, a view tower, and a peaceful environment are major beauties of this park. Taltalaiya park is also famous for picnics, school field visits, and photo and video shoots. It takes an entry fee.This park has a mini zoo. It conserves some animals and birds, including porcupines, foxes, tortoises, horses, deer, wild cats, peacocks, turkeys, owls, etc. 

Beautiful stone sculptures make the park more attractive. It includes human and animal body sculptures i.e. Human heart statue and a fish statue.There are 5-7 lakes in Taltalaiya that offer boating. A well-managed Children s park includes swings, a merry-go-round, and other games. And yes, your children can also have fun there. 

Taltalaiya fun park is located just 5 km away from the Itahari highway. It takes about 30 minutes on an auto rickshaw or a city safari from Itahari Chowk. You can also go there in a personal vehicle.",Not Available,0,Not Available
348,666,667,Shree Bhairabi Temple, Religious Site,Unknown,Nepal,27.91255368,85.16364137,"Shree Bhairabi Temple, situated in Nuwakot, Nepal, is a revered Hindu shrine dedicated to Goddess Bhairabi, a manifestation of the powerful goddess Shakti. Perched atop a hill, the temple commands stunning views of the surrounding valley and mountains. It is a significant pilgrimage site for devotees who come to pay homage and seek blessings from the goddess, particularly during festivals like Navaratri. The temple s architecture showcases traditional Nepali design elements, featuring intricate wood carvings and pagoda-style roofs. Its serene ambiance and religious significance attract visitors seeking spiritual solace and cultural immersion in the rich heritage of Nepal.",Not Available,0,Not Available
349,667,668,Bhaleshwar Mahadev Temple, Religious Site,Unknown,Nepal,27.66613832,85.20542247,"The Bhaleshwar Mahadev Temple in Chandragiri is a revered Hindu temple situated in the Chandragiri municipality of Nepal. Dedicated to Lord Shiva, it holds significant religious importance for devotees, attracting pilgrims and tourists alike. The temple's serene location amidst lush greenery and panoramic views of the surrounding hills adds to its charm. Visitors can explore the intricate architecture, perform rituals, and soak in the spiritual ambiance of this ancient sacred site.",Not Available,0,Not Available
350,668,669,Gopal Fun Park, Theme Park,Unknown,Nepal,26.4603679,87.3076172,"Gopal Fun Park, situated in Biratnagar, Nepal, is a popular amusement park and recreational destination for locals and tourists alike. This family-friendly park offers a wide range of attractions and activities for visitors of all ages.One of the main highlights of Gopal Fun Park is its array of thrilling rides and attractions, including roller coasters, bumper cars, Ferris wheels, and water slides. These rides provide an adrenaline rush and entertainment for thrill-seekers and families looking for excitement.In addition to rides, Gopal Fun Park features various other amenities and facilities for visitors to enjoy. These include food stalls serving snacks and refreshments, picnic areas for families and groups to relax and unwind, and lush green spaces for leisurely strolls and outdoor activities.",Not Available,0,Not Available
351,669,670,Dream Garden, Scenic View,Unknown,Nepal,26.50230281,87.29908073,"Dream Garden, located in Biratnagar, Nepal, is a picturesque botanical garden and recreational space that offers a serene retreat from the hustle and bustle of the city. This tranquil oasis is a popular destination for locals and tourists seeking to reconnect with nature and enjoy moments of relaxation.The garden features lush greenery, vibrant flowers, and well-maintained pathways, creating a peaceful ambiance for visitors to explore and unwind. Tall trees provide shade and shelter, making it an ideal spot for leisurely walks, picnics, and outdoor gatherings with family and friends.Dream Garden also boasts a diverse collection of plant species, including exotic flowers, ornamental plants, and native vegetation, making it a haven for nature enthusiasts and photographers alike. Visitors can marvel at the beauty of the flora and fauna while immersing themselves in the tranquility of the surroundings.",Not Available,0,Not Available
352,670,671,International Meditation Center Hall, Tourist Attraction,Unknown,Nepal,27.49034019,83.28030316,"The International Buddhist Hall and Meditation Centre is said to be a state-of-the-art facility, one that can host spiritual conferences, meetings, and meditation programmes, among others. It can host as many as 5,000 people. It has heating and cooling technology, sensor doors, a mosaic floor and speech translation facilities in 16 different languages. The umbrella-style roof was supposed to be made with soundproof and waterproof.",Not Available,0,Not Available
353,671,672,Iskcon Chitwan, Religious Site,Unknown,Nepal,27.69953103,84.45198895,"ISKCON Chitwan refers to the International Society for Krishna Consciousness (ISKCON) temple located in Chitwan, Nepal. It is a branch of the global ISKCON organization, which follows the teachings of Bhaktivedanta Swami Prabhupada and promotes the practice of bhakti yoga, focusing on devotion to Lord Krishna. The ISKCON Chitwan temple serves as a center for spiritual activities such as kirtan (devotional singing), lectures, deity worship, and distribution of prasad (sanctified food). It also engages in various community welfare programs and cultural events to promote the teachings of Krishna consciousness in the region.",Not Available,0,Not Available
354,672,673,Narayani River Bank Buddha Statue, Monument,Unknown,Nepal,27.70034144,84.42350389,"The Narayani Riverbank Buddha Statue is a prominent landmark located along the banks of the Narayani River in Chitwan, Nepal. This impressive statue depicts Lord Buddha in a serene meditative posture, symbolizing peace and enlightenment. Set against the backdrop of the river and surrounded by natural beauty, the statue serves as a spiritual focal point and a place for contemplation and reflection for locals and visitors alike. It stands as a testament to Nepal s rich Buddhist heritage and attracts pilgrims and tourists seeking spiritual solace and cultural immersion.",Not Available,0,Not Available
355,673,674,Maula Kalika temple, Religious Site,Unknown,Nepal,27.72767081,84.408854,"The Maula Kalika temple ( Maulakalika Mandir) is situated on the hilltop, around a kilometer north of the East-West Highway in Gaindakot Municipality, ward numebr 1 of Nawalparasi district lying in the lap of the Narayani River in the mid-part of Nepal. Maula Kalika temple locally called danda kalika is located in the premises of holy religious site Devghat Dham. It is a famous religious pilgrimage and tourist site of the Nawalparasi district of Nepal.

Situated on the hilltop amidst dense green forest, it is gaining recognition as a spiritual Centrex as well as a holy place for fulfilling the wishes expressed by devotees and worshipers before the Goddess. Devotees throng the temple every morning to offer worships and prayers to the Goddess who is believed to materialize people s longings.",Not Available,0,Not Available
356,674,675,Pashupatinath Temple, Religious Site,Unknown,Nepal,27.71051165,85.34881236,"Pashupatinath Temple (Nepali: ???? ????????? ??????) is a Hindu temple dedicated to Lord Pashupati, and is located in Kathmandu, Nepal near the Bagmati River. This is currently the largest temple in the world as well as one of the Oldest Temple",Not Available,0,Not Available
357,675,676,Dupcheshwor Mahadev Mandir, Religious Site,Unknown,Nepal,27.95062374,85.39494535,"Dupcheshwor Mahadev Mandir is a renowned Hindu temple located in Nepal, specifically in the Nuwakot district. The temple is dedicated to Lord Shiva, one of the principal deities in Hinduism. Situated on a hilltop, the temple offers stunning panoramic views of the surrounding landscape. It is believed to hold great religious significance among devotees, attracting pilgrims from various parts of Nepal and beyond. The architecture of the temple reflects traditional Nepali craftsmanship, characterized by intricate wood carvings and pagoda-style structures. Devotees visit the temple to seek blessings, perform rituals, and participate in religious ceremonies, especially during auspicious occasions such as Mahashivratri. Dupcheshwor Mahadev Mandir stands as a symbol of spiritual reverence and cultural heritage in the region.",Not Available,0,Not Available
358,676,677,Swoyambhu Mahachaitya Nuwakot, Religious Site,Unknown,Nepal,27.91749211,85.16829802,"Swoyambhu Mahachaitya, also known as Swoyambhu Stupa, is a significant Buddhist monument located in Nuwakot, Nepal. The stupa holds religious and cultural importance and is believed to date back to ancient times. Swoyambhu is often regarded as one of the oldest and holiest Buddhist stupas in Nepal. It is situated atop a hill, offering panoramic views of the surrounding landscape. The stupa is adorned with traditional Buddhist symbols and sculptures, and it serves as a place of worship and meditation for Buddhist devotees. Pilgrims and tourists visit Swoyambhu Mahachaitya to pay the4ir respects, circumambulate the stupa, and soak in its spiritual ambiance. Its historical significance and architectural beauty make it a notable attraction in Nuwakot and a testament to Nepal s rich Buddhist heritage.",Not Available,0,Not Available
